county,totalcountconfirmed,totalcountdeaths,newcountconfirmed,newcountdeaths,date
San Luis Obispo,869.0,4.0,44,1,2020-07-09T00:00:00
San Luis Obispo,891.0,4.0,22,0,2020-07-10T00:00:00
San Luis Obispo,930.0,4.0,39,0,2020-07-11T00:00:00
San Luis Obispo,972.0,4.0,42,0,2020-07-12T00:00:00
San Luis Obispo,989.0,5.0,17,1,2020-07-13T00:00:00
San Luis Obispo,1060.0,5.0,71,0,2020-07-14T00:00:00
San Luis Obispo,1097.0,6.0,37,1,2020-07-15T00:00:00
San Luis Obispo,1146.0,6.0,49,0,2020-07-16T00:00:00
San Luis Obispo,1190.0,6.0,44,0,2020-07-17T00:00:00
San Luis Obispo,1234.0,6.0,44,0,2020-07-18T00:00:00
San Luis Obispo,1262.0,6.0,28,0,2020-07-19T00:00:00
San Luis Obispo,1282.0,6.0,20,0,2020-07-20T00:00:00
San Luis Obispo,1338.0,7.0,56,1,2020-07-21T00:00:00
San Luis Obispo,1373.0,7.0,35,0,2020-07-22T00:00:00
San Luis Obispo,1438.0,8.0,65,1,2020-07-23T00:00:00
San Luis Obispo,1476.0,8.0,38,0,2020-07-24T00:00:00
San Luis Obispo,1530.0,8.0,54,0,2020-07-25T00:00:00
San Luis Obispo,1565.0,8.0,35,0,2020-07-26T00:00:00
San Luis Obispo,1612.0,8.0,47,0,2020-07-27T00:00:00
San Luis Obispo,1636.0,11.0,24,3,2020-07-28T00:00:00
San Luis Obispo,1673.0,12.0,37,1,2020-07-29T00:00:00
San Luis Obispo,1703.0,14.0,30,2,2020-07-30T00:00:00
San Luis Obispo,1746.0,15.0,43,1,2020-07-31T00:00:00
San Luis Obispo,1798.0,15.0,52,0,2020-08-01T00:00:00
San Luis Obispo,1821.0,15.0,23,0,2020-08-02T00:00:00
San Luis Obispo,1863.0,16.0,42,1,2020-08-03T00:00:00
San Luis Obispo,1886.0,16.0,23,0,2020-08-04T00:00:00
San Luis Obispo,1928.0,16.0,42,0,2020-08-05T00:00:00
San Luis Obispo,2000.0,16.0,72,0,2020-08-06T00:00:00
San Luis Obispo,2050.0,17.0,50,1,2020-08-07T00:00:00
San Luis Obispo,2081.0,17.0,31,0,2020-08-08T00:00:00
San Luis Obispo,2124.0,17.0,43,0,2020-08-09T00:00:00
San Luis Obispo,2208.0,17.0,84,0,2020-08-10T00:00:00
San Luis Obispo,2234.0,17.0,26,0,2020-08-11T00:00:00
San Luis Obispo,2263.0,17.0,29,0,2020-08-12T00:00:00
San Luis Obispo,2283.0,18.0,20,1,2020-08-13T00:00:00
San Luis Obispo,2422.0,19.0,139,1,2020-08-14T00:00:00
San Luis Obispo,2461.0,19.0,39,0,2020-08-15T00:00:00
San Luis Obispo,2494.0,19.0,33,0,2020-08-16T00:00:00
San Luis Obispo,2527.0,19.0,33,0,2020-08-17T00:00:00
San Luis Obispo,2535.0,19.0,8,0,2020-08-18T00:00:00
San Luis Obispo,2553.0,20.0,18,1,2020-08-19T00:00:00
San Luis Obispo,2590.0,20.0,37,0,2020-08-20T00:00:00
San Luis Obispo,2640.0,21.0,50,1,2020-08-21T00:00:00
San Luis Obispo,2660.0,21.0,20,0,2020-08-22T00:00:00
San Luis Obispo,2679.0,21.0,19,0,2020-08-23T00:00:00
San Luis Obispo,2705.0,21.0,26,0,2020-08-24T00:00:00
San Luis Obispo,2731.0,21.0,26,0,2020-08-25T00:00:00
San Luis Obispo,2761.0,21.0,30,0,2020-08-26T00:00:00
San Luis Obispo,2808.0,21.0,47,0,2020-08-27T00:00:00
San Luis Obispo,2849.0,21.0,41,0,2020-08-28T00:00:00
San Luis Obispo,2917.0,21.0,68,0,2020-08-29T00:00:00
San Luis Obispo,2934.0,21.0,17,0,2020-08-30T00:00:00
San Luis Obispo,2951.0,20.0,17,-1,2020-08-31T00:00:00
San Luis Obispo,2970.0,20.0,19,0,2020-09-01T00:00:00
San Luis Obispo,3002.0,20.0,32,0,2020-09-02T00:00:00
San Luis Obispo,3023.0,20.0,21,0,2020-09-03T00:00:00
San Luis Obispo,3049.0,22.0,26,2,2020-09-04T00:00:00
San Luis Obispo,3083.0,22.0,34,0,2020-09-05T00:00:00
San Luis Obispo,3101.0,22.0,18,0,2020-09-06T00:00:00
San Luis Obispo,3116.0,22.0,15,0,2020-09-07T00:00:00
Solano,26.0,0.0,26,0,2020-03-18T00:00:00
Solano,26.0,0.0,0,0,2020-03-19T00:00:00
Solano,29.0,0.0,3,0,2020-03-20T00:00:00
Solano,8.0,0.0,-21,0,2020-03-21T00:00:00
Solano,8.0,0.0,0,0,2020-03-22T00:00:00
Solano,11.0,0.0,3,0,2020-03-23T00:00:00
Solano,13.0,0.0,2,0,2020-03-24T00:00:00
Solano,18.0,0.0,5,0,2020-03-25T00:00:00
Solano,20.0,0.0,2,0,2020-03-26T00:00:00
Solano,48.0,0.0,28,0,2020-03-27T00:00:00
Solano,48.0,0.0,0,0,2020-03-28T00:00:00
Solano,48.0,0.0,0,0,2020-03-29T00:00:00
Solano,50.0,0.0,2,0,2020-03-30T00:00:00
Solano,56.0,0.0,6,0,2020-03-31T00:00:00
Solano,57.0,0.0,1,0,2020-04-01T00:00:00
Solano,65.0,0.0,8,0,2020-04-02T00:00:00
Solano,72.0,1.0,7,1,2020-04-03T00:00:00
Solano,79.0,1.0,7,0,2020-04-04T00:00:00
Solano,78.0,1.0,-1,0,2020-04-05T00:00:00
Solano,95.0,1.0,17,0,2020-04-06T00:00:00
Solano,99.0,1.0,4,0,2020-04-07T00:00:00
Solano,111.0,2.0,12,1,2020-04-08T00:00:00
Solano,118.0,2.0,7,0,2020-04-09T00:00:00
Solano,129.0,2.0,11,0,2020-04-10T00:00:00
Solano,138.0,2.0,9,0,2020-04-11T00:00:00
Solano,136.0,2.0,-2,0,2020-04-12T00:00:00
Solano,137.0,2.0,1,0,2020-04-13T00:00:00
Solano,140.0,2.0,3,0,2020-04-14T00:00:00
Solano,153.0,2.0,13,0,2020-04-15T00:00:00
Solano,162.0,2.0,9,0,2020-04-16T00:00:00
Solano,173.0,2.0,11,0,2020-04-17T00:00:00
Solano,175.0,2.0,2,0,2020-04-18T00:00:00
Solano,174.0,2.0,-1,0,2020-04-19T00:00:00
Solano,185.0,2.0,11,0,2020-04-20T00:00:00
Solano,193.0,3.0,8,1,2020-04-21T00:00:00
Solano,195.0,3.0,2,0,2020-04-22T00:00:00
Solano,196.0,4.0,1,1,2020-04-23T00:00:00
Solano,203.0,4.0,7,0,2020-04-24T00:00:00
Solano,203.0,4.0,0,0,2020-04-25T00:00:00
Solano,205.0,4.0,2,0,2020-04-26T00:00:00
Solano,222.0,4.0,17,0,2020-04-27T00:00:00
Solano,246.0,4.0,24,0,2020-04-28T00:00:00
Solano,252.0,5.0,6,1,2020-04-29T00:00:00
Solano,262.0,5.0,10,0,2020-04-30T00:00:00
Solano,266.0,5.0,4,0,2020-05-01T00:00:00
Solano,267.0,5.0,1,0,2020-05-02T00:00:00
Solano,266.0,5.0,-1,0,2020-05-03T00:00:00
Solano,293.0,6.0,27,1,2020-05-04T00:00:00
Solano,299.0,6.0,6,0,2020-05-05T00:00:00
Solano,300.0,7.0,1,1,2020-05-06T00:00:00
Solano,307.0,7.0,7,0,2020-05-07T00:00:00
Solano,314.0,7.0,7,0,2020-05-08T00:00:00
Solano,321.0,7.0,7,0,2020-05-09T00:00:00
Solano,322.0,7.0,1,0,2020-05-10T00:00:00
Solano,354.0,10.0,32,3,2020-05-11T00:00:00
Solano,361.0,11.0,7,1,2020-05-12T00:00:00
Solano,368.0,12.0,7,1,2020-05-13T00:00:00
Solano,372.0,14.0,4,2,2020-05-14T00:00:00
Solano,388.0,16.0,16,2,2020-05-15T00:00:00
Solano,392.0,16.0,4,0,2020-05-16T00:00:00
Solano,392.0,16.0,0,0,2020-05-17T00:00:00
Solano,398.0,16.0,6,0,2020-05-18T00:00:00
Solano,415.0,16.0,17,0,2020-05-19T00:00:00
Solano,418.0,18.0,3,2,2020-05-20T00:00:00
Solano,424.0,19.0,6,1,2020-05-21T00:00:00
Solano,431.0,20.0,7,1,2020-05-22T00:00:00
Solano,435.0,20.0,4,0,2020-05-23T00:00:00
Solano,436.0,20.0,1,0,2020-05-24T00:00:00
Solano,437.0,20.0,1,0,2020-05-25T00:00:00
Solano,470.0,20.0,33,0,2020-05-26T00:00:00
Solano,477.0,21.0,7,1,2020-05-27T00:00:00
Solano,489.0,22.0,12,1,2020-05-28T00:00:00
Solano,498.0,22.0,9,0,2020-05-29T00:00:00
Solano,512.0,22.0,14,0,2020-05-30T00:00:00
Solano,512.0,22.0,0,0,2020-05-31T00:00:00
Solano,529.0,22.0,17,0,2020-06-01T00:00:00
Solano,537.0,22.0,8,0,2020-06-02T00:00:00
Solano,543.0,22.0,6,0,2020-06-03T00:00:00
Solano,551.0,22.0,8,0,2020-06-04T00:00:00
Solano,558.0,23.0,7,1,2020-06-05T00:00:00
Solano,560.0,23.0,2,0,2020-06-06T00:00:00
Solano,560.0,23.0,0,0,2020-06-07T00:00:00
Solano,560.0,23.0,0,0,2020-06-08T00:00:00
Solano,596.0,23.0,36,0,2020-06-09T00:00:00
Solano,608.0,23.0,12,0,2020-06-10T00:00:00
Solano,616.0,23.0,8,0,2020-06-11T00:00:00
Solano,620.0,23.0,4,0,2020-06-12T00:00:00
Solano,637.0,23.0,17,0,2020-06-13T00:00:00
Solano,638.0,23.0,1,0,2020-06-14T00:00:00
Solano,638.0,23.0,0,0,2020-06-15T00:00:00
Solano,694.0,23.0,56,0,2020-06-16T00:00:00
Solano,722.0,23.0,28,0,2020-06-17T00:00:00
Solano,735.0,23.0,13,0,2020-06-18T00:00:00
Solano,755.0,23.0,20,0,2020-06-19T00:00:00
Solano,784.0,23.0,29,0,2020-06-20T00:00:00
Solano,783.0,23.0,-1,0,2020-06-21T00:00:00
Solano,784.0,23.0,1,0,2020-06-22T00:00:00
Solano,941.0,23.0,157,0,2020-06-23T00:00:00
Solano,979.0,23.0,38,0,2020-06-24T00:00:00
Solano,1041.0,23.0,62,0,2020-06-25T00:00:00
Solano,1082.0,23.0,41,0,2020-06-26T00:00:00
Solano,1098.0,23.0,16,0,2020-06-27T00:00:00
Solano,1144.0,23.0,46,0,2020-06-28T00:00:00
Solano,1216.0,24.0,72,1,2020-06-29T00:00:00
Solano,1317.0,24.0,101,0,2020-06-30T00:00:00
Solano,1364.0,25.0,47,1,2020-07-01T00:00:00
Solano,1429.0,25.0,65,0,2020-07-02T00:00:00
Solano,1496.0,25.0,67,0,2020-07-03T00:00:00
Solano,1548.0,25.0,52,0,2020-07-04T00:00:00
Solano,1547.0,25.0,-1,0,2020-07-05T00:00:00
Solano,1668.0,25.0,121,0,2020-07-06T00:00:00
Solano,1776.0,27.0,108,2,2020-07-07T00:00:00
Solano,1821.0,27.0,45,0,2020-07-08T00:00:00
Solano,1892.0,27.0,71,0,2020-07-09T00:00:00
Solano,1950.0,28.0,58,1,2020-07-10T00:00:00
Solano,2034.0,28.0,84,0,2020-07-11T00:00:00
Solano,2037.0,28.0,3,0,2020-07-12T00:00:00
Solano,2046.0,31.0,9,3,2020-07-13T00:00:00
Solano,2266.0,31.0,220,0,2020-07-14T00:00:00
Solano,2343.0,31.0,77,0,2020-07-15T00:00:00
Solano,2372.0,31.0,29,0,2020-07-16T00:00:00
Solano,2452.0,31.0,80,0,2020-07-17T00:00:00
Solano,2503.0,31.0,51,0,2020-07-18T00:00:00
Solano,2551.0,31.0,48,0,2020-07-19T00:00:00
Solano,2537.0,34.0,-14,3,2020-07-20T00:00:00
Solano,2727.0,35.0,190,1,2020-07-21T00:00:00
Solano,2839.0,35.0,112,0,2020-07-22T00:00:00
Solano,2962.0,35.0,123,0,2020-07-23T00:00:00
Solano,3062.0,35.0,100,0,2020-07-24T00:00:00
Solano,3107.0,35.0,45,0,2020-07-25T00:00:00
Solano,3197.0,35.0,90,0,2020-07-26T00:00:00
Solano,3198.0,35.0,1,0,2020-07-27T00:00:00
Solano,3292.0,36.0,94,1,2020-07-28T00:00:00
Solano,3380.0,37.0,88,1,2020-07-29T00:00:00
Solano,3463.0,37.0,83,0,2020-07-30T00:00:00
Solano,3510.0,37.0,47,0,2020-07-31T00:00:00
Solano,3591.0,37.0,81,0,2020-08-01T00:00:00
Solano,3609.0,37.0,18,0,2020-08-02T00:00:00
Solano,3610.0,37.0,1,0,2020-08-03T00:00:00
Solano,3690.0,38.0,80,1,2020-08-04T00:00:00
Solano,3750.0,38.0,60,0,2020-08-05T00:00:00
Solano,3784.0,39.0,34,1,2020-08-06T00:00:00
Solano,3844.0,39.0,60,0,2020-08-07T00:00:00
Solano,3889.0,40.0,45,1,2020-08-08T00:00:00
Solano,3954.0,40.0,65,0,2020-08-09T00:00:00
Solano,4101.0,41.0,147,1,2020-08-10T00:00:00
Solano,4206.0,41.0,105,0,2020-08-11T00:00:00
Solano,4258.0,41.0,52,0,2020-08-12T00:00:00
Solano,4305.0,41.0,47,0,2020-08-13T00:00:00
Solano,4421.0,41.0,116,0,2020-08-14T00:00:00
Solano,4477.0,41.0,56,0,2020-08-15T00:00:00
Solano,4479.0,41.0,2,0,2020-08-16T00:00:00
Solano,4479.0,41.0,0,0,2020-08-17T00:00:00
Solano,4700.0,43.0,221,2,2020-08-18T00:00:00
Solano,4807.0,44.0,107,1,2020-08-19T00:00:00
Solano,4843.0,44.0,36,0,2020-08-20T00:00:00
Solano,4891.0,44.0,48,0,2020-08-21T00:00:00
Solano,4944.0,44.0,53,0,2020-08-22T00:00:00
Solano,4977.0,44.0,33,0,2020-08-23T00:00:00
Solano,4979.0,46.0,2,2,2020-08-24T00:00:00
Solano,5114.0,46.0,135,0,2020-08-25T00:00:00
Solano,5131.0,46.0,17,0,2020-08-26T00:00:00
Solano,5167.0,46.0,36,0,2020-08-27T00:00:00
Solano,5219.0,46.0,52,0,2020-08-28T00:00:00
Solano,5303.0,46.0,84,0,2020-08-29T00:00:00
Solano,5303.0,46.0,0,0,2020-08-30T00:00:00
Solano,5302.0,47.0,-1,1,2020-08-31T00:00:00
Solano,5438.0,47.0,136,0,2020-09-01T00:00:00
Solano,5463.0,47.0,25,0,2020-09-02T00:00:00
Solano,5499.0,47.0,36,0,2020-09-03T00:00:00
Solano,5552.0,48.0,53,1,2020-09-04T00:00:00
Solano,5579.0,48.0,27,0,2020-09-05T00:00:00
Solano,5619.0,48.0,40,0,2020-09-06T00:00:00
Solano,5640.0,48.0,21,0,2020-09-07T00:00:00
Monterey,1.0,0.0,1,0,2020-03-18T00:00:00
Monterey,3.0,0.0,2,0,2020-03-19T00:00:00
Monterey,4.0,0.0,1,0,2020-03-20T00:00:00
Monterey,8.0,1.0,4,1,2020-03-21T00:00:00
Monterey,14.0,1.0,6,0,2020-03-22T00:00:00
Monterey,14.0,1.0,0,0,2020-03-23T00:00:00
Monterey,23.0,1.0,9,0,2020-03-24T00:00:00
Monterey,23.0,1.0,0,0,2020-03-25T00:00:00
Monterey,25.0,1.0,2,0,2020-03-26T00:00:00
Monterey,26.0,1.0,1,0,2020-03-27T00:00:00
Monterey,32.0,1.0,6,0,2020-03-28T00:00:00
Monterey,36.0,1.0,4,0,2020-03-29T00:00:00
Monterey,41.0,1.0,5,0,2020-03-30T00:00:00
Monterey,43.0,2.0,2,1,2020-03-31T00:00:00
Monterey,47.0,2.0,4,0,2020-04-01T00:00:00
Monterey,50.0,2.0,3,0,2020-04-02T00:00:00
Monterey,58.0,2.0,8,0,2020-04-03T00:00:00
Monterey,61.0,2.0,3,0,2020-04-04T00:00:00
Monterey,61.0,2.0,0,0,2020-04-05T00:00:00
Monterey,62.0,2.0,1,0,2020-04-06T00:00:00
Monterey,63.0,2.0,1,0,2020-04-07T00:00:00
Monterey,68.0,3.0,5,1,2020-04-08T00:00:00
Monterey,70.0,3.0,2,0,2020-04-09T00:00:00
Monterey,78.0,3.0,8,0,2020-04-10T00:00:00
Monterey,78.0,3.0,0,0,2020-04-11T00:00:00
Monterey,85.0,3.0,7,0,2020-04-12T00:00:00
Monterey,89.0,3.0,4,0,2020-04-13T00:00:00
Monterey,98.0,3.0,9,0,2020-04-14T00:00:00
Monterey,106.0,3.0,8,0,2020-04-15T00:00:00
Monterey,116.0,3.0,10,0,2020-04-16T00:00:00
Monterey,119.0,3.0,3,0,2020-04-17T00:00:00
Monterey,135.0,3.0,16,0,2020-04-18T00:00:00
Monterey,140.0,4.0,5,1,2020-04-19T00:00:00
Monterey,147.0,4.0,7,0,2020-04-20T00:00:00
Monterey,151.0,4.0,4,0,2020-04-21T00:00:00
Monterey,154.0,4.0,3,0,2020-04-22T00:00:00
Monterey,161.0,4.0,7,0,2020-04-23T00:00:00
Monterey,167.0,4.0,6,0,2020-04-24T00:00:00
Monterey,173.0,4.0,6,0,2020-04-25T00:00:00
Monterey,182.0,4.0,9,0,2020-04-26T00:00:00
Monterey,185.0,4.0,3,0,2020-04-27T00:00:00
Monterey,191.0,4.0,6,0,2020-04-28T00:00:00
Monterey,204.0,5.0,13,1,2020-04-29T00:00:00
Monterey,213.0,5.0,9,0,2020-04-30T00:00:00
Monterey,222.0,5.0,9,0,2020-05-01T00:00:00
Monterey,225.0,6.0,3,1,2020-05-02T00:00:00
Monterey,235.0,6.0,10,0,2020-05-03T00:00:00
Monterey,237.0,6.0,2,0,2020-05-04T00:00:00
Monterey,240.0,6.0,3,0,2020-05-05T00:00:00
Monterey,246.0,6.0,6,0,2020-05-06T00:00:00
Monterey,249.0,6.0,3,0,2020-05-07T00:00:00
Monterey,265.0,6.0,16,0,2020-05-08T00:00:00
Monterey,273.0,6.0,8,0,2020-05-09T00:00:00
Monterey,282.0,6.0,9,0,2020-05-10T00:00:00
Monterey,286.0,6.0,4,0,2020-05-11T00:00:00
Monterey,298.0,6.0,12,0,2020-05-12T00:00:00
Monterey,309.0,6.0,11,0,2020-05-13T00:00:00
Monterey,317.0,6.0,8,0,2020-05-14T00:00:00
Monterey,321.0,8.0,4,2,2020-05-15T00:00:00
Monterey,329.0,8.0,8,0,2020-05-16T00:00:00
Monterey,342.0,8.0,13,0,2020-05-17T00:00:00
Monterey,345.0,8.0,3,0,2020-05-18T00:00:00
Monterey,350.0,8.0,5,0,2020-05-19T00:00:00
Monterey,356.0,8.0,6,0,2020-05-20T00:00:00
Monterey,363.0,8.0,7,0,2020-05-21T00:00:00
Monterey,372.0,8.0,9,0,2020-05-22T00:00:00
Monterey,397.0,8.0,25,0,2020-05-23T00:00:00
Monterey,405.0,8.0,8,0,2020-05-24T00:00:00
Monterey,418.0,8.0,13,0,2020-05-25T00:00:00
Monterey,424.0,8.0,6,0,2020-05-26T00:00:00
Monterey,443.0,8.0,19,0,2020-05-27T00:00:00
Monterey,471.0,8.0,28,0,2020-05-28T00:00:00
Monterey,479.0,10.0,8,2,2020-05-29T00:00:00
Monterey,520.0,10.0,41,0,2020-05-30T00:00:00
Monterey,545.0,10.0,25,0,2020-05-31T00:00:00
Monterey,554.0,10.0,9,0,2020-06-01T00:00:00
Monterey,582.0,10.0,28,0,2020-06-02T00:00:00
Monterey,592.0,10.0,10,0,2020-06-03T00:00:00
Monterey,621.0,10.0,29,0,2020-06-04T00:00:00
Monterey,649.0,10.0,28,0,2020-06-05T00:00:00
Monterey,679.0,10.0,30,0,2020-06-06T00:00:00
Monterey,732.0,10.0,53,0,2020-06-07T00:00:00
Monterey,751.0,10.0,19,0,2020-06-08T00:00:00
Monterey,772.0,11.0,21,1,2020-06-09T00:00:00
Monterey,791.0,11.0,19,0,2020-06-10T00:00:00
Monterey,813.0,11.0,22,0,2020-06-11T00:00:00
Monterey,864.0,11.0,51,0,2020-06-12T00:00:00
Monterey,900.0,11.0,36,0,2020-06-13T00:00:00
Monterey,949.0,12.0,49,1,2020-06-14T00:00:00
Monterey,998.0,12.0,49,0,2020-06-15T00:00:00
Monterey,1019.0,12.0,21,0,2020-06-16T00:00:00
Monterey,1077.0,12.0,58,0,2020-06-17T00:00:00
Monterey,1127.0,12.0,50,0,2020-06-18T00:00:00
Monterey,1159.0,12.0,32,0,2020-06-19T00:00:00
Monterey,1181.0,12.0,22,0,2020-06-20T00:00:00
Monterey,1227.0,12.0,46,0,2020-06-21T00:00:00
Monterey,1293.0,12.0,66,0,2020-06-22T00:00:00
Monterey,1346.0,12.0,53,0,2020-06-23T00:00:00
Monterey,1407.0,12.0,61,0,2020-06-24T00:00:00
Monterey,1430.0,12.0,23,0,2020-06-25T00:00:00
Monterey,1454.0,12.0,24,0,2020-06-26T00:00:00
Monterey,1462.0,12.0,8,0,2020-06-27T00:00:00
Monterey,1579.0,12.0,117,0,2020-06-28T00:00:00
Monterey,1656.0,14.0,77,2,2020-06-29T00:00:00
Monterey,1687.0,15.0,31,1,2020-06-30T00:00:00
Monterey,1705.0,15.0,18,0,2020-07-01T00:00:00
Monterey,1796.0,15.0,91,0,2020-07-02T00:00:00
Monterey,1804.0,15.0,8,0,2020-07-03T00:00:00
Monterey,1878.0,15.0,74,0,2020-07-04T00:00:00
Monterey,1994.0,15.0,116,0,2020-07-05T00:00:00
Monterey,2078.0,15.0,84,0,2020-07-06T00:00:00
Monterey,2166.0,17.0,88,2,2020-07-07T00:00:00
Monterey,2182.0,17.0,16,0,2020-07-08T00:00:00
Monterey,2223.0,17.0,41,0,2020-07-09T00:00:00
Monterey,2285.0,18.0,62,1,2020-07-10T00:00:00
Monterey,2376.0,18.0,91,0,2020-07-11T00:00:00
Monterey,2521.0,18.0,145,0,2020-07-12T00:00:00
Monterey,2613.0,18.0,92,0,2020-07-13T00:00:00
Monterey,2724.0,18.0,111,0,2020-07-14T00:00:00
Monterey,2780.0,18.0,56,0,2020-07-15T00:00:00
Monterey,2857.0,18.0,77,0,2020-07-16T00:00:00
Monterey,2922.0,18.0,65,0,2020-07-17T00:00:00
Monterey,3020.0,18.0,98,0,2020-07-18T00:00:00
Monterey,3079.0,18.0,59,0,2020-07-19T00:00:00
Monterey,3205.0,19.0,126,1,2020-07-20T00:00:00
Monterey,3404.0,21.0,199,2,2020-07-21T00:00:00
Monterey,3533.0,21.0,129,0,2020-07-22T00:00:00
Monterey,3655.0,22.0,122,1,2020-07-23T00:00:00
Monterey,3748.0,22.0,93,0,2020-07-24T00:00:00
Monterey,3805.0,22.0,57,0,2020-07-25T00:00:00
Monterey,3901.0,23.0,96,1,2020-07-26T00:00:00
Monterey,3960.0,23.0,59,0,2020-07-27T00:00:00
Monterey,4047.0,24.0,87,1,2020-07-28T00:00:00
Monterey,4252.0,26.0,205,2,2020-07-29T00:00:00
Monterey,4352.0,26.0,100,0,2020-07-30T00:00:00
Monterey,4493.0,26.0,141,0,2020-07-31T00:00:00
Monterey,4611.0,30.0,118,4,2020-08-01T00:00:00
Monterey,4698.0,30.0,87,0,2020-08-02T00:00:00
Monterey,4806.0,30.0,108,0,2020-08-03T00:00:00
Monterey,4892.0,34.0,86,4,2020-08-04T00:00:00
Monterey,4936.0,34.0,44,0,2020-08-05T00:00:00
Monterey,5001.0,35.0,65,1,2020-08-06T00:00:00
Monterey,5041.0,35.0,40,0,2020-08-07T00:00:00
Monterey,5101.0,35.0,60,0,2020-08-08T00:00:00
Monterey,5199.0,35.0,98,0,2020-08-09T00:00:00
Monterey,5358.0,35.0,159,0,2020-08-10T00:00:00
Monterey,5624.0,37.0,266,2,2020-08-11T00:00:00
Monterey,5919.0,39.0,295,2,2020-08-12T00:00:00
Monterey,5925.0,40.0,6,1,2020-08-13T00:00:00
Monterey,6121.0,41.0,196,1,2020-08-14T00:00:00
Monterey,6162.0,46.0,41,5,2020-08-15T00:00:00
Monterey,6516.0,46.0,354,0,2020-08-16T00:00:00
Monterey,6553.0,46.0,37,0,2020-08-17T00:00:00
Monterey,6691.0,46.0,138,0,2020-08-18T00:00:00
Monterey,6693.0,47.0,2,1,2020-08-19T00:00:00
Monterey,6892.0,49.0,199,2,2020-08-20T00:00:00
Monterey,6974.0,51.0,82,2,2020-08-21T00:00:00
Monterey,7081.0,52.0,107,1,2020-08-22T00:00:00
Monterey,7173.0,52.0,92,0,2020-08-23T00:00:00
Monterey,7212.0,52.0,39,0,2020-08-24T00:00:00
Monterey,7333.0,53.0,121,1,2020-08-25T00:00:00
Monterey,7439.0,53.0,106,0,2020-08-26T00:00:00
Monterey,7501.0,53.0,62,0,2020-08-27T00:00:00
Monterey,7591.0,55.0,90,2,2020-08-28T00:00:00
Monterey,7680.0,55.0,89,0,2020-08-29T00:00:00
Monterey,7816.0,56.0,136,1,2020-08-30T00:00:00
Monterey,7839.0,58.0,23,2,2020-08-31T00:00:00
Monterey,7926.0,58.0,87,0,2020-09-01T00:00:00
Monterey,8070.0,58.0,144,0,2020-09-02T00:00:00
Monterey,8128.0,58.0,58,0,2020-09-03T00:00:00
Monterey,8208.0,58.0,80,0,2020-09-04T00:00:00
Monterey,8301.0,58.0,93,0,2020-09-05T00:00:00
Monterey,8403.0,58.0,102,0,2020-09-06T00:00:00
Monterey,8463.0,59.0,60,1,2020-09-07T00:00:00
Yuba,0.0,0.0,0,0,2020-03-18T00:00:00
Yuba,0.0,0.0,0,0,2020-03-19T00:00:00
Yuba,0.0,0.0,0,0,2020-03-20T00:00:00
Yuba,1.0,0.0,1,0,2020-03-21T00:00:00
Yuba,2.0,0.0,1,0,2020-03-22T00:00:00
Yuba,2.0,0.0,0,0,2020-03-23T00:00:00
Yuba,2.0,0.0,0,0,2020-03-24T00:00:00
Yuba,2.0,0.0,0,0,2020-03-25T00:00:00
Yuba,3.0,0.0,1,0,2020-03-26T00:00:00
Yuba,3.0,0.0,0,0,2020-03-27T00:00:00
Yuba,3.0,0.0,0,0,2020-03-28T00:00:00
Yuba,3.0,0.0,0,0,2020-03-29T00:00:00
Yuba,5.0,0.0,2,0,2020-03-30T00:00:00
Yuba,5.0,0.0,0,0,2020-03-31T00:00:00
Yuba,5.0,0.0,0,0,2020-04-01T00:00:00
Yuba,5.0,0.0,0,0,2020-04-02T00:00:00
Yuba,6.0,0.0,1,0,2020-04-03T00:00:00
Yuba,7.0,0.0,1,0,2020-04-04T00:00:00
Yuba,7.0,0.0,0,0,2020-04-05T00:00:00
Yuba,8.0,0.0,1,0,2020-04-06T00:00:00
Yuba,10.0,0.0,2,0,2020-04-07T00:00:00
Yuba,10.0,0.0,0,0,2020-04-08T00:00:00
Yuba,13.0,0.0,3,0,2020-04-09T00:00:00
Yuba,13.0,1.0,0,1,2020-04-10T00:00:00
Yuba,13.0,1.0,0,0,2020-04-11T00:00:00
Yuba,13.0,1.0,0,0,2020-04-12T00:00:00
Yuba,13.0,1.0,0,0,2020-04-13T00:00:00
Yuba,14.0,1.0,1,0,2020-04-14T00:00:00
Yuba,15.0,1.0,1,0,2020-04-15T00:00:00
Yuba,14.0,1.0,-1,0,2020-04-16T00:00:00
Yuba,14.0,1.0,0,0,2020-04-17T00:00:00
Yuba,14.0,1.0,0,0,2020-04-18T00:00:00
Yuba,15.0,1.0,1,0,2020-04-19T00:00:00
Yuba,15.0,1.0,0,0,2020-04-20T00:00:00
Yuba,15.0,1.0,0,0,2020-04-21T00:00:00
Yuba,15.0,1.0,0,0,2020-04-22T00:00:00
Yuba,15.0,1.0,0,0,2020-04-23T00:00:00
Yuba,15.0,1.0,0,0,2020-04-24T00:00:00
Yuba,15.0,1.0,0,0,2020-04-25T00:00:00
Yuba,15.0,1.0,0,0,2020-04-26T00:00:00
Yuba,15.0,1.0,0,0,2020-04-27T00:00:00
Yuba,15.0,1.0,0,0,2020-04-28T00:00:00
Yuba,15.0,1.0,0,0,2020-04-29T00:00:00
Yuba,15.0,1.0,0,0,2020-04-30T00:00:00
Yuba,16.0,1.0,1,0,2020-05-01T00:00:00
Yuba,16.0,1.0,0,0,2020-05-02T00:00:00
